3.0, 1.0, 4, 4
1.0, 5.0, 2, 2
9.0, 3.0, 1, 2
1.0, 5.0, 1, 3
9.0, 9.0, 2, 2
7.0, 3.0, 1, 3
1.0, 3.0, 2, 2
1.0, 1.0, 4, 2
3.0, 5.0, 1, 2
1.0, 5.0, 1, 2
7.0, 1.0, 4, 3
9.0, 7.0, 2, 2
3.0, 1.0, 3, 3
1.0, 7.0, 1, 3
7.0, 9.0, 4, 3
9.0, 1.0, 2, 3
7.0, 3.0, 2, 3
7.0, 1.0, 2, 2
9.0, 1.0, 1, 2
9.0, 5.0, 4, 2
1.0, 5.0, 2, 4
7.0, 3.0, 4, 2
5.0, 9.0, 4, 2
5.0, 3.0, 1, 3
9.0, 3.0, 1, 4
3.0, 7.0, 2, 3
1.0, 7.0, 4, 3
3.0, 7.0, 1, 2
1.0, 9.0, 4, 2
5.0, 9.0, 3, 2
1.0, 1.0, 4, 4
7.0, 7.0, 4, 3
7.0, 7.0, 2, 3
9.0, 9.0, 1, 3
1.0, 7.0, 3, 2
9.0, 7.0, 2, 4
5.0, 3.0, 2, 3
3.0, 7.0, 3, 3
7.0, 9.0, 3, 3
5.0, 5.0, 3, 2
3.0, 5.0, 1, 4
1.0, 7.0, 2, 2
9.0, 7.0, 1, 3
7.0, 5.0, 1, 3
3.0, 1.0, 2, 4
3.0, 9.0, 2, 3
5.0, 1.0, 4, 2
7.0, 1.0, 2, 4
9.0, 1.0, 1, 4
3.0, 1.0, 1, 4
9.0, 3.0, 4, 3
9.0, 5.0, 4, 4
7.0, 9.0, 1, 2
1.0, 1.0, 2, 2
5.0, 5.0, 2, 3
5.0, 1.0, 3, 2
1.0, 5.0, 4, 2
7.0, 3.0, 4, 4
5.0, 9.0, 4, 4
1.0, 9.0, 4, 4
3.0, 7.0, 1, 4
5.0, 5.0, 1, 3
9.0, 5.0, 2, 3
5.0, 5.0, 4, 2
5.0, 9.0, 3, 4
3.0, 5.0, 3, 2
9.0, 1.0, 4, 2
1.0, 7.0, 3, 4
9.0, 7.0, 2, 6
9.0, 5.0, 3, 2
7.0, 7.0, 1, 4
1.0, 9.0, 2, 3
7.0, 1.0, 1, 2
1.0, 7.0, 2, 4
5.0, 7.0, 2, 3
5.0, 1.0, 4, 4
9.0, 1.0, 3, 3
5.0, 9.0, 1, 2
1.0, 1.0, 2, 4
7.0, 9.0, 1, 4
